mile,time
108,2.4444444444444446
125,2.6666666666666665
130,4.366666666666667
87,4.374305555555556
114,5.489583333333333
96,5.652777777777778
102.5,6.534027777777778
102,1.7326388888888888
114,2.3979166666666667
131,2.490277777777778
130.9,2.509722222222222
130,2.604861111111111
118,3.498611111111111
104.8,4.465972222222222
104,4.63125
97.3,5.477777777777778
121,5.566666666666666
102.7,5.763194444444444
129,0.2263888888888889
116,1.7305555555555556
119,3.8354166666666667
110,5.280555555555556
104,5.608333333333333
117.5,5.736111111111111
90,2.484027777777778
103.5,3.6666666666666665
118,3.7006944444444443
126,5.720833333333333
99,6.444444444444445
91,6.445833333333333
124,1.2506944444444446
103,1.320138888888889
99.1,2.667361111111111
96.5,2.6777777777777776
109,2.689583333333333
98.1,2.7055555555555557
104.5,3.2465277777777777
110,3.5006944444444446
128,5.395138888888889
101,5.706944444444444
107,5.714583333333334
102.2,5.720833333333333
109,0.71875
87,0.8479166666666668
107,1.5
120,1.7312500000000002
118,1.7368055555555557
106.5,3.466666666666667
98,3.6416666666666666
103.6,3.661111111111111
102,4.675694444444444
101,5.9222222222222225
114,1.4430555555555555
130,1.7180555555555554
121,2.5701388888888888
96,3.3986111111111112
94,3.4055555555555554
98.9,3.4194444444444443
129,5.389583333333333
111,5.486805555555556
117,5.503472222222222
136,5.53125
133,5.595138888888889
103,6.497222222222222
90,6.989583333333333
87,1.6569444444444446
129,1.6868055555555554
121,1.7416666666666667
99,3.292361111111111
118,4.657638888888889
100.4,5.6375
96,6.541666666666667
99.8,0.40625
114,0.7715277777777777
123,2.553472222222222
114,2.734027777777778
101.7,3.747916666666667
103,2.6729166666666666
92,4.325694444444444
103.5,2.332638888888889
103.5,2.74375
121,3.640277777777778
107,3.803472222222222
96,4.607638888888889
101.6,4.763194444444444
91,6.385416666666667
122,1.1208333333333333
126,1.4402777777777778
118,1.5923611111111111
99.1,1.671527777777778
101.5,2.73125
118,3.1555555555555554
101,5.753472222222222
94,6.448611111111111
124,6.975
94,0.3013888888888889
136,0.4986111111111111
108,0.5875
89,0.6777777777777777
136,1.4465277777777779
113,1.7291666666666665
115,2.2506944444444446
115,2.7125
106,3.488888888888889
128,1.3555555555555556
87,1.39375
91,1.5930555555555554
90,1.6215277777777777
103,1.7374999999999998
128,4.489583333333333
121,4.780555555555556
103.6,5.719444444444444
99,0.611111111111111
98,1.020138888888889
99,1.2993055555555555
133,1.320138888888889
135,1.336111111111111
134,3.272222222222222
91,3.313888888888889
121,3.370138888888889
121,3.3784722222222223
118,3.3958333333333335
114,3.4090277777777778
116.5,3.6555555555555554
98,3.692361111111111
87,4.7555555555555555
119.5,4.875694444444444
130,4.986111111111111
135,5.347916666666666
99,5.522916666666667
131.2,6.936805555555556
90,0.9416666666666668
104,3.752083333333333
121,4.377083333333333
118,4.678472222222222
87,4.725694444444445
87,6.69375
114,1.4840277777777777
102,1.6680555555555556
103.1,1.6798611111111112
102.3,1.7284722222222224
134,2.36875
110,3.625
115,3.847916666666667
107,4.688888888888889
103.4,4.705555555555556
107,5.345138888888889
118,5.6194444444444445
90,5.7375
104.5,0.5722222222222222
126,1.3388888888888888
119,1.598611111111111
118,1.6666666666666665
115.3,2.329861111111111
120,4.447916666666667
99.9,5.425
91,5.733333333333333
124,6.480555555555555
118,6.790972222222222
117.9,6.811111111111111
114,2.3569444444444443
88,3.160416666666667
130,3.473611111111111
124,4.346527777777778
102,4.604861111111111
124,0.8312499999999999
114,0.9145833333333333
121,1.33125
98,2.395138888888889
113.5,3.6777777777777776
124,4.780555555555556
104,5.748611111111111
118,6.608333333333333
121,0.6583333333333333
113,1.3111111111111111
115.5,1.3347222222222221
120,1.34375
94,1.4840277777777777
114,1.734722222222222
94.4,1.9770833333333333
128.5,2.332638888888889
124,2.6875
92,4.334722222222222
110,5.384027777777778
91,5.743055555555555
91,0.7736111111111111
123,1.2638888888888888
123,1.5833333333333335
94,2.704861111111111
90,4.572222222222222
106,4.622916666666667
94,6.826388888888889
98.3,0.40069444444444446
113,0.8673611111111111
136,1.2979166666666666
105,1.3069444444444445
136,1.31875
136,1.3208333333333333
135.8,1.3222222222222222
115,2.3472222222222223
88,3.1381944444444443
123.5,4.707638888888889
126,5.529861111111111
113,5.791666666666667
116,6.7243055555555555
113,0.8395833333333332
94.8,1.5319444444444446
118,2.359027777777778
98,2.4625
111,2.591666666666667
120,2.745138888888889
87.7,3.4729166666666664
119,4.504166666666666
105,4.699305555555556
96.9,6.677083333333333
133,6.790972222222222
87,1.3152777777777778
88,2.372916666666667
133,2.5256944444444445
118,2.615277777777778
87,2.890277777777778
99,2.9784722222222224
87,3.0548611111111112
114.5,3.345138888888889
111,3.372916666666667
118,4.738194444444444
103.8,5.666666666666667
118,1.3298611111111112
103,1.6423611111111112
94,3.7756944444444445
136,4.342361111111111
129,4.559027777777778
114,5.159027777777778
99,5.302777777777778
100,5.365972222222222
103.6,5.717361111111111
116,0.6159722222222223
118,2.5881944444444445
104,2.683333333333333
97.7,3.6618055555555555
129,4.316666666666666
87,4.384027777777778
121,4.565972222222222
130,4.757638888888889
134,5.459722222222222
99.8,5.477083333333333
