date,year,open_price,close_price,today,direction,volume,open,lag1,lag2,lag3,lag4,lag5
2016-02-24,2016,1917.560059,1929.800049,0.004439786657369549,up,4.31725,-0.001930994061938307,-0.012454371626831162,0.014454197343192865,-2.6033069221664817e-5,-0.0046657135860892485,0.016480439087318555
2016-02-25,2016,1931.869995,1951.699951,0.011348275180813827,up,4.11821,0.0010726220061361147,0.004439786657369549,-0.012454371626831162,0.014454197343192865,-2.6033069221664817e-5,-0.0046657135860892485
2016-02-26,2016,1954.949951,1948.050049,-0.0018701143063153403,down,4.34851,0.0016652149826281715,0.011348275180813827,0.004439786657369549,-0.012454371626831162,0.014454197343192865,-2.6033069221664817e-5
2016-02-29,2016,1947.130005,1932.22998,-0.008120976670040303,down,4.58818,-4.722897137433568e-4,-0.0018701143063153403,0.011348275180813827,0.004439786657369549,-0.012454371626831162,0.014454197343192865
2016-03-01,2016,1937.089966,1978.349976,0.023868792264572836,up,4.81975,0.0025152212988641676,-0.008120976670040303,-0.0018701143063153403,0.011348275180813827,0.004439786657369549,-0.012454371626831162
2016-03-02,2016,1976.599976,1986.449951,0.00409430843797276,up,4.66661,-8.845755408445344e-4,0.023868792264572836,-0.008120976670040303,-0.0018701143063153403,0.011348275180813827,0.004439786657369549
2016-03-03,2016,1985.599976,1993.400024,0.003498740552965396,up,5.0817,-4.278864411219052e-4,0.00409430843797276,0.023868792264572836,-0.008120976670040303,-0.0018701143063153403,0.011348275180813827
2016-03-04,2016,1994.01001,1999.98999,0.003305892405266686,up,6.04993,3.060028055863473e-4,0.003498740552965396,0.00409430843797276,0.023868792264572836,-0.008120976670040303,-0.0018701143063153403
2016-03-07,2016,1996.109985,2001.76001,8.850144294971773e-4,up,4.96818,-0.0019400122097611439,0.003305892405266686,0.003498740552965396,0.00409430843797276,0.023868792264572836,-0.008120976670040303
2016-03-08,2016,1996.880005,1979.26001,-0.011240108648189029,down,4.64165,-0.0024378571734979815,8.850144294971773e-4,0.003305892405266686,0.003498740552965396,0.00409430843797276,0.023868792264572836
2016-03-09,2016,1981.439941,1989.26001,0.005052393293188295,up,4.03812,0.0011013868764013779,-0.011240108648189029,8.850144294971773e-4,0.003305892405266686,0.003498740552965396,0.00409430843797276
2016-03-10,2016,1990.969971,1989.569946,1.5580467030051892e-4,up,4.37679,8.595965290632002e-4,0.005052393293188295,-0.011240108648189029,8.850144294971773e-4,0.003305892405266686,0.003498740552965396
2016-03-11,2016,1994.709961,2022.189941,0.016395500477669467,up,4.07862,0.0025834804201450012,1.5580467030051892e-4,0.005052393293188295,-0.011240108648189029,8.850144294971773e-4,0.003305892405266686
2016-03-14,2016,2019.27002,2019.640015,-0.0012609725467921384,down,3.48785,-0.0014439400279857573,0.016395500477669467,1.5580467030051892e-4,0.005052393293188295,-0.011240108648189029,8.850144294971773e-4
2016-03-15,2016,2015.27002,2015.930054,-0.0018369417185468695,down,3.56028,-0.0021637494640350807,-0.0012609725467921384,0.016395500477669467,1.5580467030051892e-4,0.005052393293188295,-0.011240108648189029
2016-03-16,2016,2014.23999,2027.219971,0.005600351548705085,up,4.05702,-8.383544839001278e-4,-0.0018369417185468695,-0.0012609725467921384,0.016395500477669467,1.5580467030051892e-4,0.005052393293188295
2016-03-17,2016,2026.900024,2040.589966,0.0065952364278478726,up,4.53048,-1.578254972706139e-4,0.005600351548705085,-0.0018369417185468695,-0.0012609725467921384,0.016395500477669467,1.5580467030051892e-4
2016-03-18,2016,2041.160034,2049.580078,0.004405643539266535,up,6.50314,2.793643061558271e-4,0.0065952364278478726,0.005600351548705085,-0.0018369417185468695,-0.0012609725467921384,0.016395500477669467
2016-03-21,2016,2047.880005,2051.600098,9.855774954501406e-4,up,3.3766,-8.294738118546086e-4,0.004405643539266535,0.0065952364278478726,0.005600351548705085,-0.0018369417185468695,-0.0012609725467921384
2016-03-22,2016,2048.639893,2049.800049,-8.773878504659827e-4,down,3.41846,-0.0014428762227519654,9.855774954501406e-4,0.004405643539266535,0.0065952364278478726,0.005600351548705085,-0.0018369417185468695
2016-03-23,2016,2048.550049,2036.709961,-0.006386031655324587,down,3.63951,-6.098155771875335e-4,-8.773878504659827e-4,9.855774954501406e-4,0.004405643539266535,0.0065952364278478726,0.005600351548705085
2016-03-24,2016,2032.47998,2035.939941,-3.780705229240455e-4,down,3.40772,-0.0020768695990091013,-0.006386031655324587,-8.773878504659827e-4,9.855774954501406e-4,0.004405643539266535,0.0065952364278478726
2016-03-28,2016,2037.890015,2037.050049,5.452557698999438e-4,up,2.80909,9.578249145414386e-4,-3.780705229240455e-4,-0.006386031655324587,-8.773878504659827e-4,9.855774954501406e-4,0.004405643539266535
2016-03-29,2016,2035.75,2055.01001,0.008816651809226084,up,3.82233,-6.382017960914199e-4,5.452557698999438e-4,-3.780705229240455e-4,-0.006386031655324587,-8.773878504659827e-4,9.855774954501406e-4
2016-03-30,2016,2058.27002,2063.949951,0.004350315062455534,up,3.59031,0.0015863718347532973,0.008816651809226084,5.452557698999438e-4,-3.780705229240455e-4,-0.006386031655324587,-8.773878504659827e-4
2016-03-31,2016,2063.77002,2059.73999,-0.002039759248018691,down,3.71528,-8.717798603252724e-5,0.004350315062455534,0.008816651809226084,5.452557698999438e-4,-3.780705229240455e-4,-0.006386031655324587
2016-04-01,2016,2056.620117,2072.780029,0.006330915097686685,up,3.74999,-0.0015146926384626003,-0.002039759248018691,0.004350315062455534,0.008816651809226084,5.452557698999438e-4,-3.780705229240455e-4
2016-04-04,2016,2073.189941,2066.129883,-0.0032083221118298644,down,3.48571,1.9775952791190043e-4,0.006330915097686685,-0.002039759248018691,0.004350315062455534,0.008816651809226084,5.452557698999438e-4
2016-04-05,2016,2062.5,2045.170044,-0.010144492450574583,down,4.15492,-0.0017568513140758801,-0.0032083221118298644,0.006330915097686685,-0.002039759248018691,0.004350315062455534,0.008816651809226084
2016-04-06,2016,2045.560059,2066.659912,0.010507619189438877,up,3.7508,1.90700524459686e-4,-0.010144492450574583,-0.0032083221118298644,0.006330915097686685,-0.002039759248018691,0.004350315062455534
2016-04-07,2016,2063.01001,2041.910034,-0.011975786560861179,down,3.80125,-0.0017660873851604864,0.010507619189438877,-0.010144492450574583,-0.0032083221118298644,0.006330915097686685,-0.002039759248018691
2016-04-08,2016,2045.540039,2047.599976,0.0027865782063147826,up,3.35953,0.001777749724305444,-0.011975786560861179,0.010507619189438877,-0.010144492450574583,-0.0032083221118298644,0.006330915097686685
2016-04-11,2016,2050.22998,2041.98999,-0.002739786123146515,down,3.56784,0.0012844325214038665,0.0027865782063147826,-0.011975786560861179,0.010507619189438877,-0.010144492450574583,-0.0032083221118298644
2016-04-12,2016,2043.719971,2061.719971,0.009662134044055692,up,4.23974,8.472034674371631e-4,-0.002739786123146515,0.0027865782063147826,-0.011975786560861179,0.010507619189438877,-0.010144492450574583
2016-04-13,2016,2065.919922,2082.419922,0.010040137017230277,up,4.19183,0.002037110305510126,0.009662134044055692,-0.002739786123146515,0.0027865782063147826,-0.011975786560861179,0.010507619189438877
2016-04-14,2016,2082.889893,2082.780029,1.7292717774908262e-4,up,3.76587,2.2568502876629815e-4,0.010040137017230277,0.009662134044055692,-0.002739786123146515,0.0027865782063147826,-0.011975786560861179
